nombre/0,precio/0,descripcion/0,caracteristicas/0/Marca,caracteristicas/0/Modelo,caracteristicas/0/Año,caracteristicas/0/Color,caracteristicas/0/Tipo de combustible,caracteristicas/0/Kilómetros,caracteristicas/0/Puertas,caracteristicas/0/Transmisión,caracteristicas/0/Motor,caracteristicas/0/Tipo de carrocería
Nissan NP300 Frontier 2.5 Le Aa Mt,"458,000","NISSAN FRONTIER LE 2020REESTRENA ESTA PRECIOSA CAMIONETA DE DOBLE CABINA CON SOLO 20000 KM UN SOLO DUEÑO, CON SUS DOS LLAVES, SIN GOLPES Y SIN PIEZAS REPINTADAS, FACTURA ORIGINAL, TODAS SUS TENENCIAS PAGADAS, VERIFICACION AL CORRIENTE VEN A CONOCERLA",Nissan,NP300 Frontier,2020,Azul,Gasolina,20781 km,2,Manual,2.5,Pick-Up
Ford Ltd 1977 Ht 2ptas 8 Cil Aut,"199,999","EN SOSIAUTO QUEREMOS GANARNOS TU CONFIANZA, NUESTRO OBJETIVO ES SER TU MEJOR OPCIÓN PARA COMPRAR Y VENDER AUTOS DE LA MEJOR CALIDAD.Tu compra es 100% segura, todos nuestros vehículos pasan por estrictos controles de inspección para garantizar la legalidad y el funcionamiento.- HISTORIAL LEGAL VERIFICADO.- LIBRE DE ADEUDO Y MULTAS.Buscamos brindarte la mayor seguridad y tranquilidad, por ello ofrecemos 3 meses de GARANTÍA en todas nuestras unidades, aplicando en:- TREN MOTRIZ- TRANSMISIÓNContamos con los mejores planes de financiamiento para todos los perfiles, crédito en toda la república con la tasa más baja del mercado y cómodos enganches a tu alcance.-NOSOTROS TE DAMOS SEGUIMIENTO Y ASESORAMIENTO ADECUADO EN TODO EL PROCESO.Tomamos tu auto a cuenta o te ayudamos a venderlo de forma fácil, rápida y segura.-CON LA DOCUMENTACIÓN NECESARIA.Si estas interesado en adquirir alguno de nuestros vehículos en inventario, puedes reservarlo en línea desde $5,000.00 rápido y seguro.-REEMBOLSABLE EN CASO DE NO CONCRETAR COMPRA.-RESERVACIÓN VALIDA 10 DÍAS NATURALES.En SOSIAUTO cuidamos de tu salud y bienestar de tu familia con las medidas de seguridad necesarias, tramita tu proceso de adquisición desde la comodidad de tu casa con tan solo una video llamada, contamos con los mejores asesores para hacer de tu proceso más rápido y efectivo, solo necesitas:- INE- COMPROBANTES DE DOMICLIO- COMPROBANTES DE INGRESOS* FACTURAMOS A TU NOMBRE CON RESPALDO DE ORIGENAgenda tu cita o solicita tú prueba de manejo sin compromiso!VENDES TÚ AUTO? Nosotros lo hacemos por ti, tenemos los mejores precios de contado dentro del mercado de autos.ACÉRCATE A NOSOTROS, TENEMOS UNA SOLUCIÓN PARA CUALQUIERA QUE SEA TU NECESIDAD!Ford LTD 1977 HT 2PTAS 8 CIL AUT. Tipo de precio: NegociableTransmisión: AutomáticaDirección: No DisponibleCombustible o energía: GasolinaSegmento: SedánCondición: UsadoColor exterior: VerdeColor interior: OtroSOSIAUTO SEMINUEVOS",Ford,Otros Modelos,1980,Verde,Gasolina,82995 km,3,Automática,,Sedán
Volkswagen Sedan 1967 2p Sedan Std,"229,999","EN SOSIAUTO QUEREMOS GANARNOS TU CONFIANZA, NUESTRO OBJETIVO ES SER TU MEJOR OPCIÓN PARA COMPRAR Y VENDER AUTOS DE LA MEJOR CALIDAD.Tu compra es 100% segura, todos nuestros vehículos pasan por estrictos controles de inspección para garantizar la legalidad y el funcionamiento.- HISTORIAL LEGAL VERIFICADO.- LIBRE DE ADEUDO Y MULTAS.Buscamos brindarte la mayor seguridad y tranquilidad, por ello ofrecemos 3 meses de GARANTÍA en todas nuestras unidades, aplicando en:- TREN MOTRIZ- TRANSMISIÓNContamos con los mejores planes de financiamiento para todos los perfiles, crédito en toda la república con la tasa más baja del mercado y cómodos enganches a tu alcance.-NOSOTROS TE DAMOS SEGUIMIENTO Y ASESORAMIENTO ADECUADO EN TODO EL PROCESO.Tomamos tu auto a cuenta o te ayudamos a venderlo de forma fácil, rápida y segura.-CON LA DOCUMENTACIÓN NECESARIA.Si estas interesado en adquirir alguno de nuestros vehículos en inventario, puedes reservarlo en línea desde $5,000.00 rápido y seguro.-REEMBOLSABLE EN CASO DE NO CONCRETAR COMPRA.-RESERVACIÓN VALIDA 10 DÍAS NATURALES.En SOSIAUTO cuidamos de tu salud y bienestar de tu familia con las medidas de seguridad necesarias, tramita tu proceso de adquisición desde la comodidad de tu casa con tan solo una video llamada, contamos con los mejores asesores para hacer de tu proceso más rápido y efectivo, solo necesitas:- INE- COMPROBANTES DE DOMICLIO- COMPROBANTES DE INGRESOS* FACTURAMOS A TU NOMBRE CON RESPALDO DE ORIGENAgenda tu cita o solicita tú prueba de manejo sin compromiso!VENDES TÚ AUTO? Nosotros lo hacemos por ti, tenemos los mejores precios de contado dentro del mercado de autos.ACÉRCATE A NOSOTROS, TENEMOS UNA SOLUCIÓN PARA CUALQUIERA QUE SEA TU NECESIDAD!Volkswagen Sedan 1967 2p sedan std. Tipo de precio: FijoTransmisión: AutomáticaDirección: AsistidaVestidura: Piel (Cuero)Combustible o energía: GasolinaSegmento: CUV / SUV / CrossoverCondición: UsadoColor exterior: AzulColor interior: BeigeTracción: DelanteraEQUIPAMIENTO:- Documentos: acepto vehículos a cuenta, con garantía mecánica.SOSIAUTO SEMINUEVOS",Volkswagen,Modelo,1967,Azul,Gasolina,160000 km,3,Automática,,SUV
Kia Sportage 2.0 Ex Pack L At,"399,999","Kia Sportage 2018 5p EX PACK, TA QCP GPS RA-18"". Tipo de precio: NegociableTransmisión: AutomáticaDirección: AsistidaVestidura: Piel (Cuero)Combustible o energía: GasolinaSegmento: CUV / SUV / CrossoverCondición: UsadoColor exterior: BlancoColor interior: NegroCon aire acondicionado automáticoTracción: DelanteraPuertas: 5Pasajeros: 5Velocidades: 6Cilindros: 4Válvulas: 4Potencia en HP: 153Torque máximo libras/pie: 142Capacidad del tanque (l): 62Consumo en ciudad (Km/l): 12.5Consumo en carretera (Km/l): 18.7Consumo en combinado (Km/l): 14.8Diámetro de rines (pulgadas): 18Largo del vehículo (mm): 4480Ancho del vehículo (mm): 1855Alto del vehículo (mm): 1645Peso (Kg): 1425EQUIPAMIENTO:- Audio: antena, bocinas, controles remotos del equipo de audio, entrada auxiliar, puerto usb.- Confort: aire acondicionado, altura del volante ajustable, apertura de cajuela y tapa combustible, apertura remota de cajuela, botón de arranque del vehículo, calefacción en asientos, canastilla portaequipaje, control automático de velocidad, desempañador trasero, espejo de vanidad, espejos laterales retractiles, profundidad del volante ajustable, sensor de estacionamiento, vidrios entintados, volante de posiciones.- Eléctrico: asiento conductor, cierre eléctrico de cajuela, computadora de viaje, elevadores de cristal, tacómetro.- Extras: quemacocos, rines de aluminio y/o aleación, spoilers, techo de cristal.- Gadgets: bluetooth.- Seguridad: bolsa de aire conductor, bolsa de aire laterales, bolsas de aire cortina, cinturones de seguridad delanteros, cinturones de seguridad traseros, control de estabilidad, control de tracción, faros de niebla, frenos abs, frenos de disco traseros, sensor de lluvia.SOSIAUTOS SEMINUEVOS",Kia,Sportage,2018,Blanco,Gasolina,90000 km,5,Automática,4 cilindros - 6 velocidades - 153 hp - 4 válvulas,SUV
Nissan Murano Exclusive 2019,"539,000","GRUPO RIO AUTOMOTRIZ GURIASomos una agencia establecida con 3 sucursales en el estado de Nuevo León, dedicada a la compra y venta de unidades seminuevas.Agencia de seminuevos asociada al ARCA y ANCA esto para brindarte una extensa confianza al obtener tu vehículo usado, brindándote atención personalizada por nuestros asesores de ventas, haciendo que la adquisición de tu vehículo sea de forma veraz, eficaz y segura.En nuestro inventario podras encontrar una gran variedad de unidades en las mejores condiciones posibles, los autos son inspeccionados antes de ponerse en venta, y todas nuestras unidades las puedes adquirir con GARANTIA DE 1 AÑO EN MOTOR Y TRANSMISION (Contamos con extensión de garantías)En nuestras opciones de crédito se encuentran:- Tasas accesibles- Enganches apartir del 10% - Atención personalizada en todas nuestras sucursales- Credito sin revisar buro.- Credito sin comprobar ingresos.- Credito a personas con negocios independientes.Pide tu cotización en línea",Nissan,Murano,2019,Blanco,Gasolina,74000 km,5,Automática,4,
Mitsubishi L200 2.4 Cabina Doble 4x2 Mt,"489,000","GRUPO RIO AUTOMOTRIZ GURIASomos una agencia establecida con 3 sucursales en el estado de Nuevo León, dedicada a la compra y venta de unidades seminuevas.Agencia de seminuevos asociada al ARCA y ANCA esto para brindarte una extensa confianza al obtener tu vehículo usado, brindándote atención personalizada por nuestros asesores de ventas, haciendo que la adquisición de tu vehículo sea de forma veraz, eficaz y segura.En nuestro inventario podrás encontrar una gran variedad de unidades en las mejores condiciones posibles, los autos son inspeccionados antes de ponerse en venta, y todas nuestras unidades las puedes adquirir con GARANTIA DE 1 AÑO EN MOTOR Y TRANSMISION (Contamos con extensión de garantías)En nuestras opciones de crédito se encuentran:- Tasas accesibles- Enganches a partir del 10% - Atención personalizada en todas nuestras sucursales- Credito sin revisar buro.- Credito sin comprobar ingresos.- Credito a personas con negocios independientes.Pide tu cotización en línea",Mitsubishi,L200,2021,Rojo,Gasolina,70000 km,4,Manual,2.4,Pick-Up
Chevrolet Suburban 2022,"4,249,000","BLINDAJE NIVEL V PLUS. UNIDAD NUEVA.COMPRA - VENDE - CONSIGNA en Rada Motors RADA MOTORS Servicios Financieros ofrece crédito para todos !!Somos Agencia Autorizada de :ScotiabankBanregioAfirmeMotorfyAuto PrestoCredi ToreoVISA y Master CardAmerican Express Compre o venda con nosotros sin correr riesgosEnviamos tu auto a cualquier parte de la República.Consignación sin plazos forzosos 3 % de comisión El compromiso en Rada Motors, es ofrecerte la mejor calidad, opciones de credito y confianza; 25 años de experiencia, asociaciones como ARCA y ANCA nos respaldan.Chevrolet Suburban 2022 5p High Country V8/6.23 Aut.Tipo de precio: FijoTransmisión: AutomáticaDirección: AsistidaVestidura: Piel (Cuero)Combustible o energía: Gasolina PremiumSegmento: CUV / SUV / CrossoverCondición: UsadoColor exterior: BlancoColor interior: NegroCon aire acondicionado automáticoTracción: DelanteraBlindaje: Nivel VPuertas: 5Pasajeros: 7Cilindros: 8Válvulas: 2Potencia en HP: 425Torque máximo libras/pie: 460Consumo en ciudad (Km/l): 8.7Consumo en carretera (Km/l): 12.0Consumo en combinado (Km/l): 8.7Diámetro de rines (pulgadas): 22Largo del vehículo (mm): 5733Ancho del vehículo (mm): 2060Alto del vehículo (mm): 1923 MAXIPUBLICA20457833",Chevrolet,Suburban,2022,Blanco,Gasolina,100 km,5,Automática,8 cilindros - 425 hp - 2 válvulas,SUV
Audi Q7 3.0 Tfsi S Line Quattro 333hp At,"849,900","Audi q7Modelo 2018Versión elite quattro Motor 3.0 turbo Transmisión multitronic 8 velocidades Cambio de velocidades en el volante tipo formula 1Tablero digital Climatronic digital Sistema de infoentretenimiento con cd aux usb Bluetooth con sonido super Premium de agencia Volante multifunción Cámara de reversa Sistema de navegación GPS Premium Pantallas en cabeceras Asientos piel 3 filas de asientos Cajuela eléctrica Rines y llantas 3/4 de vida Faros de lupa y xenón de agencia Faros con LED Todo pagado Excelentes condiciones físicas y mecanicas Precio de REMATE 849,900Posible cambio menor más efectivo a mi favor PROMOCIÓNCRÉDITO DE CASA60% o 70% De enganche El resto 120 días de crédito SIN INTERESESENTREGA INMEDIATABIENVENIDO A NUESTROS CLIENTES 140 DÍAS DE CRÉDITO SIN INTERESES Lunes a viernes 9am a 6pm Sábado 9am a 4pmDomingo no laboramos",Audi,Q7,2018,,Gasolina,70000 km,5,Automática,3.0,SUV
Bmw X2 M35i 5 Ptas Modelo 2020,"799,900","DESCRIPCIÓN DE UNIDAD SEMI NUEVA Excelentes condiciones generales!BMW X2 M35I CROSSOVER 5 PTAS 5 PASAJEROS Mod. 2020Kms 48,000 kmsPrecio $ 799,900Motor 4 cilindros BMW TwinPower Turbo con turbocompresor TwinScroll, con 225 kW (306 CV) y par de 450 Nm Aceleración 0–100 km/h: 4,9 s Velocidad máxima: 250 Tracción A las 4 ruedas integral Rin  20”Transmisión Steptronic de 8 velocidades Frenos ABSColor exterior Misano Blau4Color interior Cuero PDFM con perforación MagmarotDocumentación Se entrega factura original a persona moral de agencia BMW y refactura endosada Propietarios 1Pagos Al día 2022Mantenimientos Al día agencia Duplicado de llaves Si SEMI NUEVOS DE CALIDAD EN PUEBLA . NETContacto Comer cialCd. de PueblaEnviamos unidades a toda la República",BMW,X2,2020,Azul,Gasolina,48000 km,5,Automática,4 CIL. 2.0 306HP TURBO,Crossover
Nissan Juke 1.6 Exclusive Cvt Mt,"219,900","Nissan juke Modelo 2014Versión exclusiveMotor 4 cil turbo Transmisión automática cvt no se sienten los cambios Dirección hidráulica Frenos ABS Bolsas de aire Vidrios electrónicos Climatronic digital con 4 tipos de temperatura Estéreo con pantalla táctil con cd aux usb Bluetooth con sonido super Premium de agencia Volante multifunción Piel Premium Quemacocos Faros de niebla todo pagado Excelentes condiciones físicas y mecanicas Precio de REMATE 219,900PROMOCIÓNCRÉDITO DE CASA60% o 70% De enganche El resto 120 días de crédito SIN INTERESESENTREGA INMEDIATABIENVENIDO A NUESTROS CLIENTES 140 DÍAS DE CRÉDITO SIN INTERESES Lunes a viernes 9am a 6pm Sábado 9am a 4pmDomingo no laboramos",Nissan,Juke,2014,,Gasolina,76000 km,5,Manual,1.6,SUV
Dodge Durango GT plus,"1,020,000","Estrena una Durango GT plus 2022 blanca o negra, inventario disponible para entrega inmediata, bajo las mejores opciones de crédito, SOLO DURANTE OCTUBRE O HASTA AGOTAR EXISTENCIAS financiamiento con pago inicial desde $258,271.38 el cual incluye enganche, seguro de vehículo cobertura amplia por el primer año (SI TIENES ACCESO A UN SEGURO CON UN MEJOR COSTO PUEDES PONERLO POR TU CUENTA), seguro de vida, seguro de desempleo y comisión por apertura hasta 60 meses con pagos de $19,668.34 financiamiento incluye protección vehicular por 4 años u 80,000 km lo que ocurra primero y kit de seguridad. Contamos con opción de arrendamiento puro en el cual desembolsaras un pago inicial mínimo y hasta 48 meses con seguro ya incluido en rentas, al final del plazo podrás adquirir el vehículo a un valor residual muy atractivo o bien devolver la Durango! Ten la mayor deducibilidad para este tipo de vehículo.Lo anterior es tan solo un ejemplo en condiciones mínimas puedes solicitar tu cotización o plan a la medida indicando el tipo de plan de tu interes, crédito o arrendamiento puro.SI REQUIERES DE ARRENDAMIENTO PARA ALGUN EQUIPO O MAQUINARIA ESPECIALIZADA PARA TU NEGOCIO SE TE PUEDE COTIZAR!Crédito desde 12 meses y hasta 60 meses para persona física, física con actividad empresarial y persona moral.Arrendamiento puro desde 24 y hasta 48 meses para persona física con actividad empresarial y persona moral.SI BUSCAS UN CREDITO O ARRENDAMIENTO PURO PERO TIENES UNA SITUACIÒN QUE NO FAVORECE TU BURO DE CREDITO TAMBIEN HAY UNA ALTERNATIVA PARA TI, CONSULTAME AL RESPECTO SOBRE ESTA OPCION.Con el objetivo de recibir atención personalizada sino cuentas con tiempo de acudir a la agencia podemos agendar video llamada para demostración de vehículo y asesorarte para la facilidad de tu compra.Somos agencia no te arriesgues, tomamos tu automóvil usado a cuenta, recibe atención personal con Isaac Ayala asesor profesional en ventas, es de vital importancia que agendes tu cita con anticipación a la agencia ya que me especializo en ventas digitales puedes validar referencias de mi atención aquí en Mercado Libre dando clic en Asesor Isaac.",Dodge,Durango,2022,Blanco,Gasolina,0 km,5,Automática,V6 3.6 lts 295 hp 260 lb pie de torque,SUV
Jeep Grand Cherokee 5.7 Blindada 4x4 At,"3,700,000","BLINDAJE NIVEL Vl PLUS SUPERIOR-COMPRA - VENDE - CONSIGNA en Rada Motors RADA MOTORS Servicios Financieros ofrece crédito para todos !!Somos Agencia Autorizada de :ScotiabankBanregioAfirmeMotorfyAuto PrestoCredi ToreoVISA y Master CardAmerican Express Compre o venda con nosotros sin correr riesgosEnviamos tu auto a cualquier parte de la República.Consignación sin plazos forzosos 3 % de comisión El compromiso en Rada Motors, es ofrecerte la mejor calidad, opciones de credito y confianza; 25 años de experiencia, asociaciones como ARCA y ANCA nos respaldan.Jeep Grand Cherokee 2021 5p Limited Blindada 4x4 V8/5.7 Aut. Tipo de precio: FijoTransmisión: AutomáticaDirección: AsistidaVestidura: Piel (Cuero)Combustible o energía: GasolinaSegmento: CUV / SUV / CrossoverCondición: UsadoColor exterior: BlancoColor interior: NegroCon aire acondicionadoTracción: DelanteraBlindaje: Nivel VI MAXIPUBLICA20445081",Jeep,Grand Cherokee,2021,Blanco,Gasolina,3000 km,3,Automática,,SUV
Audi A7 3.0 S Line S Tronic Quattro Dsg,"429,000","Audi a7Modelo 2013Versión S Line QUATTRO Motor 3.0 turbo con 333hp de poder Transmisión automática con cambios de velocidades en el volante tipo formula 1Vidrios eléctricos Climatronic digital Estéreo con pantalla táctil con cd aux usb Bluetooth con sonido Premium de agencia Cámara de reversa Sistema de navegación GPS Premium Pantalla en tablero con 4 tipos de modo y manejo incluyendo GPS Volante multifunción Piel Premium Asientos eléctricos y con calefacción Faros de lupa y xenón de agencia Faros con LED Rines y llantas 90% de vida Todo pagado Exelentes condiciones físicas y mecanicas Precio de REMATE 429,900POSIBLE CAMBIO MENOR MÁS EFECTIVO A MI FAVOR PROMOCIÓNCRÉDITO DE CASA60% o 70% De enganche El resto 120 días de crédito SIN INTERESESENTREGA INMEDIATABIENVENIDO A NUESTROS CLIENTES 140 DÍAS DE CRÉDITO SIN INTERESES Lunes a viernes 9am a 8pm Sábado 9am a 4pmDomingo no laboramos",Audi,A7,2013,,Gasolina,56000 km,4,Automática,3.0,Hatchback
Ford Bronco Badlands 4 Puertas 2022,"1,461,000",El vendedor no incluyó una descripción del producto,Ford,Bronco,2022,Gris,Gasolina,0 km,4,Automática,,
Porsche Cayman GTS 3.4 PDK 340 HP,"1,279,000",Super cuidadoDocumentación en orden.Última factra endosada.Pagos en orden.Garantía en motor y transmisión.Socios ANCA.Créditos financieros.,Porsche,Cayman,2016,Azul,Gasolina,22435 km,2,,,
Ford Transit Courier 1.0 L3 2pl Courier,"367,900","MOTOR TURBO DE 1.0 LITROS, 3 CILINDROS, 98 HP Y 125 LB-PIE, TRANSMISIÓN MANUAL DE 6 VELOCIDADES, CAPACIDAD PARA DOS PASAJEROS, CAPACIDAD DE CARGA DE 595 KG,DIVISOR DE REJILLA, PUERTA LATERAL CORREDIZA, ESPEJOS MANUALES, VIDRIOS Y SEGUROS ELÉCTRICOS, RADIO AM/FM,USB,BLUETOOTH, SISTEMA DE SONIDO CON DOS BOCINAS, VOLANTE AJUSTABLE, BOLSAS DE AIRE FRONTALES, CONTROL DE ESTABILIDAD, FRENOS ABS, RINES DE ACERO DE 15 PULGADAS.FACTURA DE AGENCIA  -  SOLO 147 KM *ACEPTAMOS TODAS LAS TARJETAS DE CRÉDITO*DE LUNES A DOMINGO EN UN HORARIO DE 09:00 A 18:00 HRS.PREVIA CITA PARA VER LA UNIDAD.",Ford,Transit Courier,2021,Blanco,Gasolina,147 km,2,Manual,1.0,Furgoneta
Mini Cooper S 2.0 Hot Chili At,"565,000","MAGNÍFICO "" MINI COOPER 2019.* Enganche $ 150,000.* GARANTIA Transmisión y Motor.* LEASING, Magnífica Herramienta Fiscal.* TOMAMOS Su Auto a Cuenta.* Únase a la Familia Das WeltAuto y Disfrute de Grandes Beneficios.55 13 85 81 63Antonio Diaz.Asesor Financiero Das WeltAuto.",Mini,Cooper S,2019,Blanco,Gasolina,45250 km,3,Automática,2.0,Hatchback
"Mazda CX-9 SUV  5 PTS GRAND TOURING, TA, PIEL, QC, BOSE, GPS","235,000",La tienda no incluyó una descripción del producto,Mazda,CX-9,2013,Negro,Gasolina,162689 km,5,,,
Mercedes-Benz Clase C 2.0 200 Cgi Sport At,"1,148,900","SUJETO A DISPONIBILIDAD VEHICULO SOBRE PEDIDO, LLEGADAS EN SEPTIEMBRE SE PUEDE APARTAR DESDE AHORA.PREGUNTAR POR FRANCISCO BERNALFOTOS ILUSTRATVIAS, PREGUNTAR POR COLORES DISPONIBLESSUJETO A DISPONIBILIDAD (PRECIO NO INCLUYE PAQUETES)PREGUNTE POR FRANCISCO BERNAL MERCEDES-BENZ INTERLOMASPLANES DE CREDITO DESDE EL 25% DE ENGANCHEARRENDAMIENTO PUROFLEXIBILITYTOMAMOS TU AUTO A CUENTASE PUEDE UNICAMENTE BAJO CITA3 AÑOS DE GARANTIA3 AÑOS DE SERVICIOS INCLUIDOS SIN COSTO",Mercedes-Benz,Clase C,2022,,Gasolina,0 km,4,Automática,2.0,Sedán
Nissan Urvan 2.5 Panel Amplia Aapack Seg Die Mt,"321,900","**** SOMOS TU MEJOR OPCION, MAS DE 50 AUTOS EN INVENTARIO ****SOMOS LOS UNICOS QUE AL MOMENTO DE TU COMPRA DAMOS GARANTIA JURIDICA TOTAL Y TANQUE DE GASOLINA LLENO!!*TRANQUILIDAD Y CONFIANZA EN TODOS NUESTROS SERVICIOS *ENTREGAMOS REVISION LEGAL Y MECANICA AL DIA DE TU COMPRA *DETALLADO PROFESIONAL EXTERIOR E INTERIOR INCLUIDO-GARANTIA EN CAJA Y MOTOR POR 60 DIAS!!NISSAN URVAN LARGA CARGO 2015 MANUAL, UNICO DUEÑO TODO PAGADO AL 2022, FACTURA ORIGINAL, LLANTAS NUEVAS,ES UNA UNIDAD USADA, NO ES NUEVO. CUALQUIER PRUEBA MECANICA Y / O LEGAL.APENAS TIENE 69,861 KM RE-ESTRENALO!!!!!!!!-PRECIO A TRATAR.-HAZ TU CITA Y PIDE TU PRUEBA DE MANEJO.-LUN-VIE DE 9:00 A 19:00, SAB DE 9:00 A 14:00.-ASEGURA TU AUTO EN GNP CON NOSOTROS AL MEJOR PRECIO.",Nissan,Urvan,2015,Blanco,Diésel,68475 km,5,Manual,2.5,Van
"Kia Sportage SUV  5 PTS EX, TA, A/AC, CAMARA REVERSA, F NIEBLA","369,000",La tienda no incluyó una descripción del producto,Kia,Sportage,2017,Plata,Gasolina,51000 km,,,,
BMW Serie 5 2.0 530e Sport Line Híbrido Conectable At,"720,000",La tienda no incluyó una descripción del producto,BMW,Serie 5,2019,,Gasolina,86080 km,4,Automática,2.0,Sedán
Jeep Grand Cherokee 5.7 Blindada 4x4 At,"2,490,800","UNIDAD CON BLINDAJE NIVEL IV PLUS-COMPRA - VENDE - CONSIGNA en Rada Motors RADA MOTORS Servicios Financieros ofrece crédito para todos !!Somos Agencia Autorizada de :ScotiabankBanregioAfirmeMotorfyAuto PrestoCredi ToreoVISA y Master CardAmerican Express Compre o venda con nosotros sin correr riesgosEnviamos tu auto a cualquier parte de la República.Consignación sin plazos forzosos 3 % de comisión El compromiso en Rada Motors, es ofrecerte la mejor calidad, opciones de credito y confianza; 25 años de experiencia, asociaciones como ARCA y ANCA nos respaldan.Jeep Grand Cherokee 2021 5p Limited Blindada 4x4 V8/5.7 Aut. Tipo de precio: FijoTransmisión: AutomáticaDirección: AsistidaVestidura: Piel (Cuero)Combustible o energía: GasolinaSegmento: CUV / SUV / CrossoverCondición: UsadoColor exterior: BlancoColor interior: NegroTracción: 4x4Blindaje: Nivel IV MAXIPUBLICA20411408",Jeep,Grand Cherokee,2021,Blanco,Gasolina,15000 km,3,Automática,,SUV
Mini Cooper Jcw Iconic 2022,"720,000","Somos AGENCIA AUDI CENTER MONTERREY*CUIDAMOS TU SEGURIDAD*Todos los autos seminuevos que encuentre en nuestro Used Car han pasado por un check list de 110 puntos que incluye revisión minuciosa de motor, transmisión, suspensión y tren motriz por técnicos certificados de la marca, lo cual te brinda la seguridad y el respaldo que solo la marca AUDI puede ofrecerte.Nuestro sistema de FINANCIAMIENTO- Te ofrecemos facilidad y personal altamente capacitado y certificado para aclarar tus dudas-Tenemos diferentes opciones de financiamiento: Crédito simple o Arrendamiento para deducir tu vehículo.La SEGURIDAD que solo una agencia como AUDI puede ofrecerte:-Historial legal verificado.-Libre de adeudos y multas.-Tramite de alta de placas o cambio de propietario- Facturas de agencia y validadasNO tenemos LIMITES:Contamos con entrega a domicilio a nivel nacional hasta la puerta de su domicilio.ESTRENA CON NOSOTROS, AUDI CENTER LAZARO CARDENAS",Mini,John Cooper Works,2022,Verde,Gasolina,2500 km,3,Automática,2.0,Coupé
Jeep Renegade 1.8 Limited 4x2 At,"448,500","Jeep Renegade Limited 2020 Unico dueño, factura original, tenencias del 2020 al 2022 pagadas, verificación *0*, escasos 22,000 kilómetros, servicios de agencia, duplicado de llaves, manuales, carnet de servicios, excelente condiciones, reestrené!! LA CAMIONETA NO TIENE NI UN SOLO DETALLE!!
 Tenemos planes de crédito con un mínimo enganche del 30% y hasta 48 meses para pagar.
(Solamente CD.MX. y Edo de México)
 Requisitos para el crédito:
*Vivir en la CD.MX. o Edo de México 
*Recibos de nómina de los últimos 3 meses 
*Identificación oficial 
*Comprobante de domicilio 
*Tener buen historial en buró de crédito
 Aceptamos tarjetas de crédito y débito!
 Informes al 554439-0417 o 556349-8771 con el Sr Gerardo Pozos.(Ambos con WhatsApp) Horario de servició de lunes a domingo de 9:00 AM a 6:00 PM 
(Previa cita) 
 Visítenos en Av Río San Joaquin #30, colonia Cuauhtémoc Pensil, delegación Miguel Hidalgo, C.P 11490 CDMX
(A 5 minutos de Polanco) 
 Si desea ver más fotos en HD se las podemos enviar con mucho gusto.
(Mail o WhatsApp)
 **ENVIAMOS A CUALQUIER PARTE DE LA REPUBLICA**
 Aceptamos auto o camioneta a cuenta!!",Jeep,Renegade,2020,Plateado,Gasolina,22000 km,5,Automática,1.8,SUV
BMW Z3 3.0 Convertible 5vel L6 At,"200,900",El vendedor no incluyó una descripción del producto,BMW,Z3,1999,,Gasolina,170000 km,2,Automática,3.0,Convertible
Jeep Wrangler 3.6 Unlimited Sahara Winter Edition 4x4 At,"1,789,000","JEEP SAHARA UNLIMITED BLINDADA 4 2019ESTA IMPECABLE, SIMPLEMENTE NUEVO!!!!UNICO DUEÑOFACTURA DE AGENCIATENENCIAS AL 2022CERTIFICADO DEL BLINDAJEBLINDAJE NIVEL 4BLINDADO TODO EL HABITACULO EN ACERO BALISTICO, TECHO, PISO, POSTES, CRISTALES 32 mm, OPERABLE VENTANA DELANTERA, PARED DE FUEGO, TAPA TRASERA, LLANTAS, BATERIAS, SALPICADERAS, TANQUE DE GASOLINA, COMPUTADORAS, CONCHA TRASERA, RADIADOR BLINDADO, SUSPENSION REFORZADA, ETC, ETC!!!!AGUANTA LAS SIGUIENTES ARMAS:AK 47389MM35745GRANNADAUZZIESCOPETAETCEQUIPADA!MOTOR PENTASTAR V6, ES PARA 5 PASAJEROS, TRACCION INTEGRAL Y 4X4 Y 4X4 LOW, ASIENTOS INDIVIDUALES, CAMARA DE REVERSA, PAQUETE DE ARRASTRE, CLIMA DOBLE, BLUETOOTH, AUXILIAR, FRENOS ABS, RIN ALUMINIO, CONTROL DE TRACCION, 8 BOLSAS DE AIRE, ETC!!COMPLETA DE :MANUALESCARNETDUPLICADO DE LLAVESREFACCION SIN RODARHERRAMIENTASETCRECIBO AUTO O CAMIONETA A CUENTA PREVIA REVISION LEGALGRACIAS POR VER MI ANUNCIO",Jeep,Wrangler,2019,Gris,Gasolina,30000 km,5,Automática,3.6,SUV
